customer_id,age_bucket,gender,city,purchase_history_orders,aov_value_rupees,review_sentiment,loyalty_score,uses_coupons,peak_buy_month_span,seasonal_trend,conversion_rate_bucket,online_preference_1_online_0_offline,payment_1_cod_0_upi,top3_apparel_types,major_products_bought_together,discount_clicks,return_ratio,persona
544,35-46,M,Delhi,11,1878,moderate,0,1,Jul-Aug,Spring,30-50,1,0,"shirts,innerwear,pants",2 or more shirts,0.0,8,formals buyer
545,35-46,F,Mumbai,12,1284,moderate,0,0,Mar-Apr,New Year,>50,1,1,"shirts,polo,ethnic",,0.0,7,sports buyer
546,25-34,M,Delhi,5,975,good,1,0,May-Jun,New Year,30-50,1,1,"ethnic,innerwear,pants",shirt and pants,0.0,1,formals buyer
547,16-24,F,Mumbai,9,582,good,0,0,May-Jun,Winter,10-30,1,0,"belts,innerwear,shirts",2 or more shirts,0.0,4,formals buyer
548,35-46,F,Delhi,9,1633,good,1,0,Jul-Aug,Spring,<10,1,0,"innerwear,ethnic,belts",ethnic and innerwear,0.0,11,ethnic desi
549,25-34,M,Delhi,10,2737,good,1,0,Jan-Feb,New Year,30-50,0,1,"shirts,polo,pants",shirt and polo,0.0,34,formals buyer
550,35-46,F,Mumbai,19,1299,good,0,0,May-Jun,Spring,30-50,1,1,"pants,belts,polo",pants and belt,0.0,28,formals buyer
551,25-34,F,Mumbai,1,1435,good,0,1,Jul-Aug,Spring,30-50,1,1,"athleisure,pants,polo",athleisure and shirt,0.0,23,formals buyer
552,46-60,F,Mumbai,7,2798,bad,0,1,Nov-Dec,Winter,<10,1,0,"shirts,innerwear,polo",shirt and pants,0.0,53,formals buyer
553,25-34,F,Hyderabad,4,2838,good,1,0,Nov-Dec,New Year,30-50,0,0,"athleisure,belts,pants",pants and belt,0.0,53,formals buyer
554,25-34,F,Hyderabad,1,2168,moderate,0,0,Jan-Feb,Diwali,10-30,1,0,"polo,belts,shirts",shirt and pants,0.0,52,formals buyer
555,46-60,M,Mumbai,15,3772,bad,1,0,Jul-Aug,New Year,<10,1,1,"belts,innerwear,athleisure",pants and belt,0.0,15,formals buyer
556,25-34,M,Hyderabad,8,825,moderate,1,0,Nov-Dec,New Year,30-50,1,1,"athleisure,ethnic,pants",athleisure and shirt,0.0,7,formals buyer
557,16-24,F,Delhi,12,2034,good,1,1,Jan-Feb,Winter,<10,1,1,"belts,shirts,ethnic",,0.0,33,sports buyer
558,16-24,M,Mumbai,18,3980,moderate,0,0,Sep-Oct,New Year,<10,1,1,"ethnic,innerwear,pants",shirt and pants,0.0,34,formals buyer
559,35-46,F,Mumbai,15,2485,moderate,0,0,Jan-Feb,Winter,<10,0,0,"athleisure,belts,ethnic",athleisure and shirt,0.0,39,formals buyer
560,35-46,F,Delhi,17,2464,moderate,0,1,Mar-Apr,New Year,30-50,0,1,"pants,ethnic,innerwear",ethnic and innerwear,0.0,34,ethnic desi
561,35-46,M,Hyderabad,14,1336,moderate,0,1,Sep-Oct,Winter,30-50,0,0,"shirts,polo,athleisure",2 or more shirts,0.0,12,formals buyer
562,16-24,M,Delhi,14,1007,bad,1,0,Jul-Aug,Diwali,<10,0,0,"ethnic,athleisure,innerwear",,0.0,23,sports buyer
563,16-24,F,Mumbai,18,3278,moderate,0,1,Sep-Oct,Winter,30-50,1,0,"polo,ethnic,pants",2 or more polo,0.0,19,sports buyer
564,16-24,M,Mumbai,20,2619,good,0,1,Sep-Oct,Winter,10-30,0,1,"athleisure,shirts,polo",,0.0,46,sports buyer
565,25-34,F,Delhi,18,1770,moderate,0,1,Jul-Aug,Winter,>50,1,1,"shirts,innerwear,athleisure",athleisure and shirt,0.0,1,formals buyer
566,25-34,M,Mumbai,16,1140,good,1,0,Jul-Aug,Diwali,>50,1,1,"polo,innerwear,pants",shirt and polo,0.0,25,formals buyer
567,25-34,F,Mumbai,1,3487,bad,0,0,Nov-Dec,Diwali,30-50,1,0,"innerwear,athleisure,pants",,0.0,10,sports buyer
568,25-34,M,Mumbai,11,2378,good,0,0,Mar-Apr,Spring,30-50,1,0,"athleisure,polo,shirts",athleisure and shirt,0.0,31,formals buyer
569,46-60,F,Hyderabad,15,1107,good,0,0,Jul-Aug,Diwali,30-50,1,1,"polo,belts,pants",pants and belt,0.0,21,formals buyer
570,25-34,M,Hyderabad,12,2458,bad,0,1,May-Jun,Diwali,30-50,1,1,"innerwear,pants,ethnic",,0.0,68,sports buyer
571,25-34,F,Delhi,8,1065,moderate,1,0,May-Jun,Diwali,30-50,1,0,"polo,athleisure,belts",athleisure and shirt,0.0,42,formals buyer
572,35-46,M,Hyderabad,20,1867,good,0,1,Mar-Apr,Spring,10-30,0,0,"athleisure,shirts,innerwear",2 or more shirts,0.0,14,formals buyer
573,25-34,F,Mumbai,6,2601,good,1,1,Jan-Feb,Spring,10-30,1,0,"athleisure,shirts,innerwear",2 or more shirts,0.0,12,formals buyer
574,35-46,F,Delhi,3,2253,bad,0,0,Jan-Feb,Diwali,30-50,1,1,"ethnic,polo,athleisure",ethnic and innerwear,0.0,9,ethnic desi
575,46-60,M,Mumbai,13,3075,good,0,0,May-Jun,Diwali,30-50,0,1,"polo,ethnic,innerwear",shirt and pants,0.0,6,formals buyer
576,46-60,M,Delhi,13,3158,bad,1,1,Jul-Aug,New Year,>50,1,1,"polo,belts,shirts",shirt and polo,0.0,6,formals buyer
577,16-24,M,Hyderabad,2,2081,good,0,1,Mar-Apr,Spring,30-50,0,1,"innerwear,athleisure,belts",athleisure and shirt,0.0,13,formals buyer
578,46-60,F,Delhi,5,2486,moderate,0,0,Jan-Feb,Diwali,30-50,1,0,"polo,belts,innerwear",,0.0,31,sports buyer
579,25-34,F,Mumbai,17,2740,bad,1,1,Jan-Feb,New Year,30-50,0,1,"innerwear,belts,ethnic",,0.0,8,sports buyer
580,25-34,M,Delhi,6,2605,good,0,1,Sep-Oct,Winter,30-50,1,1,"athleisure,shirts,ethnic",2 or more shirts,0.0,1,formals buyer
581,25-34,M,Mumbai,2,3682,good,1,1,May-Jun,Winter,10-30,1,0,"shirts,pants,polo",pants and belt,0.0,23,formals buyer
582,60+,M,Hyderabad,4,628,good,0,1,Jul-Aug,Winter,>50,1,1,"athleisure,ethnic,innerwear",ethnic and innerwear,0.0,27,ethnic desi
583,25-34,F,Delhi,11,2372,moderate,0,0,Mar-Apr,Winter,<10,1,0,"pants,athleisure,innerwear",,0.0,52,sports buyer
584,25-34,M,Delhi,8,1205,moderate,0,1,Jan-Feb,New Year,>50,0,1,"ethnic,belts,pants",shirt and pants,0.0,4,formals buyer
585,35-46,F,Delhi,12,1351,moderate,0,1,Sep-Oct,Spring,<10,1,0,"shirts,pants,athleisure",athleisure and shirt,0.0,10,formals buyer
586,16-24,M,Delhi,8,3897,good,0,0,May-Jun,New Year,30-50,1,1,"innerwear,belts,ethnic",ethnic and innerwear,0.0,10,ethnic desi
587,16-24,F,Mumbai,11,507,good,0,0,May-Jun,Spring,30-50,1,0,"polo,shirts,belts",pants and belt,0.0,18,formals buyer
588,16-24,M,Delhi,20,2576,good,1,1,Mar-Apr,New Year,30-50,0,1,"innerwear,belts,athleisure",pants and belt,0.0,36,formals buyer
589,16-24,M,Mumbai,8,1635,good,0,1,Jan-Feb,Spring,>50,1,1,"ethnic,polo,pants",ethnic and innerwear,0.0,8,ethnic desi
590,16-24,F,Delhi,8,3494,moderate,0,1,Mar-Apr,Spring,30-50,0,0,"ethnic,athleisure,belts",ethnic and innerwear,0.0,18,ethnic desi
591,16-24,F,Hyderabad,17,2678,bad,1,0,Mar-Apr,Diwali,>50,1,1,"ethnic,polo,innerwear",,0.0,56,sports buyer
592,35-46,F,Hyderabad,20,2735,moderate,0,0,Nov-Dec,Spring,10-30,1,1,"belts,shirts,athleisure",pants and belt,0.0,32,formals buyer
593,16-24,M,Delhi,20,2198,good,0,0,Sep-Oct,Diwali,30-50,1,0,"polo,ethnic,innerwear",,0.0,3,sports buyer
594,25-34,M,Delhi,16,3256,bad,0,0,May-Jun,Diwali,10-30,0,0,"athleisure,belts,pants",pants and belt,0.0,18,formals buyer
595,46-60,F,Mumbai,14,1998,moderate,1,0,Nov-Dec,Diwali,>50,0,1,"belts,innerwear,ethnic",,0.0,0,sports buyer
596,25-34,F,Hyderabad,11,3935,bad,1,0,Jul-Aug,New Year,<10,1,1,"belts,shirts,innerwear",shirt and polo,0.0,24,formals buyer
597,35-46,M,Mumbai,7,3775,moderate,1,0,May-Jun,Diwali,30-50,1,1,"athleisure,belts,shirts",pants and belt,0.0,9,formals buyer
598,16-24,M,Delhi,16,2759,good,0,1,May-Jun,Winter,>50,0,1,"athleisure,belts,shirts",athleisure and shirt,0.0,9,formals buyer
599,16-24,M,Mumbai,13,2144,good,1,0,Sep-Oct,New Year,30-50,1,0,"innerwear,pants,polo",2 or more pants,0.0,10,formals buyer
600,16-24,F,Mumbai,15,775,moderate,0,1,Jul-Aug,New Year,>50,1,0,"shirts,athleisure,polo",shirt and pants,0.0,5,formals buyer
601,16-24,M,Delhi,16,3644,good,1,1,Jan-Feb,New Year,>50,1,1,"pants,ethnic,shirts",pants and belt,0.0,80,formals buyer
602,25-34,M,Mumbai,9,2202,good,0,0,Jul-Aug,Spring,30-50,1,0,"innerwear,shirts,ethnic",ethnic and innerwear,0.0,27,ethnic desi
603,16-24,M,Delhi,3,2295,moderate,0,1,Jan-Feb,Spring,10-30,1,0,"belts,shirts,innerwear",2 or more shirts,0.0,40,formals buyer
604,16-24,M,Mumbai,19,742,moderate,0,0,Jul-Aug,Spring,<10,1,0,"athleisure,polo,innerwear",shirt and polo,0.0,48,formals buyer
605,16-24,M,Mumbai,20,3673,moderate,1,0,Mar-Apr,Spring,30-50,1,1,"athleisure,pants,polo",shirt and polo,0.0,26,formals buyer
606,25-34,M,Delhi,5,3534,good,0,0,Jul-Aug,Winter,<10,0,1,"innerwear,shirts,athleisure",athleisure and shirt,0.0,47,formals buyer
607,16-24,M,Mumbai,10,3232,good,1,0,Nov-Dec,Winter,<10,1,0,"innerwear,pants,athleisure",athleisure and shirt,0.0,18,formals buyer
608,25-34,F,Mumbai,17,670,moderate,0,1,Nov-Dec,Spring,<10,0,1,"shirts,polo,pants",,0.0,23,sports buyer
609,25-34,M,Delhi,15,1152,bad,0,0,Sep-Oct,Diwali,30-50,1,1,"polo,belts,shirts",pants and belt,0.0,13,formals buyer
610,35-46,M,Mumbai,8,2432,moderate,1,0,Jan-Feb,Spring,>50,1,1,"ethnic,pants,shirts",2 or more polo,0.0,36,sports buyer
611,16-24,F,Hyderabad,15,2735,bad,0,0,May-Jun,Spring,>50,1,1,"belts,innerwear,athleisure",athleisure and shirt,0.0,7,formals buyer
612,35-46,F,Mumbai,14,1609,moderate,0,0,Sep-Oct,Spring,10-30,0,0,"ethnic,athleisure,innerwear",,0.0,26,sports buyer
613,35-46,M,Mumbai,20,1999,moderate,1,1,Nov-Dec,Winter,30-50,1,0,"ethnic,shirts,polo",,0.0,0,sports buyer
614,16-24,M,Delhi,7,2599,good,0,0,Nov-Dec,Spring,>50,0,1,"innerwear,ethnic,shirts",,0.0,21,sports buyer
615,46-60,M,Mumbai,12,2658,moderate,1,1,Jan-Feb,Winter,30-50,1,1,"polo,athleisure,shirts",2 or more shirts,0.0,23,formals buyer
616,46-60,F,Mumbai,17,2472,moderate,0,0,Nov-Dec,Diwali,>50,1,0,"polo,innerwear,belts",pants and belt,0.0,6,formals buyer
617,16-24,F,Mumbai,17,3424,moderate,0,1,Nov-Dec,Diwali,10-30,0,1,"ethnic,athleisure,belts",pants and belt,0.0,41,formals buyer
618,25-34,F,Mumbai,10,1566,good,1,0,Jan-Feb,Diwali,>50,1,0,"athleisure,belts,polo",pants and belt,0.0,27,formals buyer
619,46-60,F,Hyderabad,19,2758,moderate,0,1,Nov-Dec,Winter,10-30,1,0,"polo,athleisure,shirts",,0.0,18,sports buyer
620,35-46,F,Mumbai,14,2535,good,0,1,May-Jun,Winter,10-30,0,1,"shirts,polo,innerwear",,0.0,49,sports buyer
621,16-24,M,Hyderabad,11,3771,moderate,0,0,Mar-Apr,Spring,>50,1,0,"pants,ethnic,polo",ethnic and innerwear,0.0,42,ethnic desi
622,16-24,M,Hyderabad,2,1357,good,0,0,Sep-Oct,Spring,30-50,1,0,"athleisure,shirts,pants",,0.0,18,sports buyer
623,25-34,F,Delhi,18,3174,bad,0,0,May-Jun,Spring,10-30,0,1,"athleisure,belts,ethnic",pants and belt,0.0,16,formals buyer
624,25-34,F,Hyderabad,7,1549,good,0,0,May-Jun,Winter,30-50,1,1,"polo,pants,athleisure",athleisure and shirt,0.0,0,formals buyer
625,35-46,M,Mumbai,12,798,good,0,0,Mar-Apr,Winter,>50,0,0,"polo,ethnic,shirts",ethnic and innerwear,0.0,43,ethnic desi
626,25-34,F,Hyderabad,2,3648,good,0,0,Sep-Oct,Spring,30-50,1,1,"belts,shirts,ethnic",shirt and polo,0.0,17,formals buyer
627,25-34,M,Mumbai,20,1423,moderate,0,1,May-Jun,Spring,30-50,0,0,"innerwear,pants,belts",pants and belt,0.0,46,formals buyer
628,35-46,M,Delhi,18,636,good,0,0,Nov-Dec,Diwali,30-50,1,0,"polo,pants,shirts",pants and belt,0.0,29,formals buyer
629,16-24,M,Delhi,6,1543,good,0,1,Mar-Apr,Spring,>50,0,1,"shirts,pants,polo",2 or more pants,0.0,41,formals buyer
630,25-34,M,Mumbai,10,2987,moderate,0,0,Sep-Oct,New Year,30-50,1,1,"athleisure,shirts,ethnic",athleisure and shirt,0.0,29,formals buyer
631,35-46,F,Delhi,20,710,good,0,0,Jul-Aug,Diwali,30-50,1,1,"shirts,innerwear,belts",pants and belt,0.0,5,formals buyer
632,46-60,M,Delhi,15,3299,bad,0,0,Jan-Feb,Winter,10-30,1,1,"athleisure,ethnic,innerwear",ethnic and innerwear,0.0,1,ethnic desi
633,25-34,F,Mumbai,5,2074,bad,1,0,Nov-Dec,Spring,30-50,1,0,"pants,innerwear,athleisure",,0.0,18,sports buyer
634,25-34,F,Mumbai,20,2982,moderate,0,0,Mar-Apr,Winter,10-30,0,0,"shirts,belts,athleisure",pants and belt,0.0,13,formals buyer
635,16-24,F,Delhi,3,1279,good,0,0,Jan-Feb,Diwali,30-50,0,0,"belts,ethnic,pants",,0.0,31,sports buyer
636,25-34,M,Delhi,5,1730,moderate,1,1,Jul-Aug,New Year,10-30,1,1,"pants,shirts,polo",2 or more pants,0.0,34,formals buyer
637,25-34,M,Hyderabad,8,2986,good,0,0,May-Jun,New Year,30-50,0,0,"ethnic,athleisure,pants",ethnic and innerwear,0.0,15,ethnic desi
638,16-24,M,Hyderabad,8,2302,good,0,1,May-Jun,Diwali,10-30,1,0,"ethnic,belts,pants",pants and belt,0.0,1,formals buyer
639,25-34,F,Hyderabad,8,3213,good,1,0,Sep-Oct,New Year,30-50,1,0,"polo,belts,shirts",pants and belt,0.0,8,formals buyer
640,25-34,F,Delhi,12,1565,bad,1,1,Mar-Apr,Diwali,10-30,1,1,"athleisure,polo,belts",pants and belt,0.0,4,formals buyer
641,16-24,M,Mumbai,8,910,good,1,1,Mar-Apr,Diwali,30-50,1,0,"shirts,athleisure,pants",shirt and pants,0.0,12,formals buyer
642,25-34,F,Mumbai,11,3353,moderate,0,1,Sep-Oct,Diwali,30-50,1,0,"innerwear,belts,shirts",pants and belt,0.0,13,formals buyer
643,16-24,M,Hyderabad,14,3157,moderate,1,0,Jan-Feb,Diwali,30-50,0,1,"pants,ethnic,innerwear",,0.0,55,sports buyer
644,25-34,F,Delhi,8,926,good,1,0,May-Jun,Spring,10-30,1,0,"polo,innerwear,shirts",,0.0,12,sports buyer
645,16-24,M,Mumbai,10,3846,good,0,1,May-Jun,Diwali,10-30,1,1,"pants,belts,athleisure",athleisure and shirt,0.0,63,formals buyer
646,46-60,F,Mumbai,7,1971,bad,1,0,Mar-Apr,Spring,30-50,1,1,"shirts,pants,polo",2 or more pants,0.0,15,formals buyer
647,25-34,M,Hyderabad,17,3449,moderate,1,1,Mar-Apr,Spring,10-30,0,0,"innerwear,athleisure,belts",athleisure and shirt,0.0,57,formals buyer
648,35-46,F,Delhi,4,1441,moderate,1,0,Sep-Oct,New Year,10-30,1,1,"innerwear,belts,athleisure",,0.0,14,sports buyer
649,35-46,F,Delhi,13,2407,good,0,0,Jul-Aug,Winter,<10,1,0,"polo,belts,ethnic",,0.0,0,sports buyer
650,25-34,F,Delhi,4,1241,good,0,0,Jan-Feb,Spring,10-30,1,0,"polo,belts,athleisure",pants and belt,0.0,54,formals buyer
651,16-24,M,Mumbai,5,1892,good,0,0,Nov-Dec,Spring,10-30,0,1,"athleisure,belts,ethnic",pants and belt,0.0,4,formals buyer
652,25-34,M,Mumbai,4,1743,good,0,1,Jul-Aug,Diwali,30-50,1,1,"shirts,pants,athleisure",athleisure and shirt,0.0,11,formals buyer
653,25-34,M,Mumbai,18,2100,good,0,0,Jul-Aug,Spring,10-30,0,0,"athleisure,polo,innerwear",,0.0,26,sports buyer
654,35-46,M,Mumbai,6,1755,bad,0,0,Mar-Apr,Winter,30-50,1,0,"shirts,polo,pants",pants and belt,0.0,40,formals buyer
655,25-34,M,Hyderabad,2,827,good,1,0,Mar-Apr,New Year,<10,0,0,"belts,pants,polo",2 or more polo,0.0,57,sports buyer
656,16-24,F,Delhi,11,1966,good,1,0,Mar-Apr,Diwali,>50,1,0,"ethnic,shirts,polo",,0.0,24,sports buyer
657,25-34,F,Hyderabad,14,2599,moderate,0,1,Jul-Aug,New Year,>50,1,1,"polo,ethnic,innerwear",ethnic and innerwear,0.0,50,ethnic desi
658,25-34,M,Hyderabad,5,2466,moderate,0,0,Jan-Feb,Spring,>50,1,1,"athleisure,polo,belts",2 or more pants,0.0,58,formals buyer
659,35-46,M,Mumbai,6,875,good,1,0,Mar-Apr,New Year,10-30,1,0,"belts,pants,innerwear",,0.0,18,sports buyer
660,25-34,M,Delhi,10,762,moderate,0,1,May-Jun,Spring,<10,1,0,"innerwear,shirts,pants",,0.0,8,sports buyer
661,25-34,F,Delhi,8,766,good,1,1,Jan-Feb,Diwali,>50,0,1,"shirts,innerwear,athleisure",athleisure and shirt,0.0,0,formals buyer
662,60+,M,Hyderabad,14,2906,good,0,1,May-Jun,Winter,10-30,0,0,"belts,ethnic,pants",,0.0,19,sports buyer
663,35-46,F,Mumbai,3,3888,good,0,0,Jan-Feb,Diwali,10-30,0,0,"shirts,pants,athleisure",pants and belt,0.0,16,formals buyer
664,16-24,M,Delhi,12,3895,bad,1,0,Mar-Apr,Diwali,10-30,1,0,"pants,polo,athleisure",2 or more pants,0.0,9,formals buyer
665,16-24,F,Delhi,16,2444,good,0,1,Nov-Dec,Spring,30-50,1,1,"athleisure,pants,ethnic",ethnic and innerwear,0.0,3,ethnic desi
666,16-24,F,Mumbai,17,2393,good,1,1,Sep-Oct,Diwali,10-30,1,0,"ethnic,shirts,athleisure",,0.0,13,sports buyer
667,16-24,M,Mumbai,1,2401,good,0,0,Mar-Apr,Diwali,>50,1,0,"pants,belts,athleisure",athleisure and shirt,0.0,74,formals buyer
668,16-24,F,Delhi,10,3199,bad,1,0,Jul-Aug,Diwali,10-30,0,0,"ethnic,polo,pants",2 or more pants,0.0,43,formals buyer
669,16-24,M,Delhi,10,2152,good,0,1,Nov-Dec,Spring,30-50,1,0,"belts,shirts,innerwear",,0.0,19,sports buyer
670,25-34,F,Mumbai,2,1944,good,1,1,Jul-Aug,Winter,30-50,0,0,"athleisure,innerwear,polo",,0.0,13,sports buyer
671,16-24,M,Delhi,9,545,good,0,0,Jan-Feb,Winter,10-30,1,0,"ethnic,belts,pants",ethnic and innerwear,0.0,16,ethnic desi
672,46-60,F,Mumbai,13,1099,good,0,1,Jul-Aug,New Year,30-50,0,0,"shirts,innerwear,ethnic",,0.0,17,sports buyer
673,16-24,F,Delhi,16,1219,moderate,0,1,Nov-Dec,Diwali,>50,1,1,"ethnic,athleisure,innerwear",athleisure and shirt,0.0,14,formals buyer
674,25-34,F,Mumbai,18,2412,moderate,1,0,Nov-Dec,Spring,10-30,0,1,"innerwear,polo,athleisure",,0.0,8,sports buyer
675,25-34,F,Hyderabad,19,1792,good,0,0,Mar-Apr,Spring,30-50,1,0,"ethnic,polo,belts",shirt and pants,0.0,25,formals buyer
676,60+,M,Mumbai,12,1100,good,1,1,May-Jun,New Year,30-50,1,1,"belts,athleisure,shirts",athleisure and shirt,0.0,55,formals buyer
677,16-24,M,Mumbai,8,880,good,1,1,Mar-Apr,Diwali,30-50,0,1,"innerwear,athleisure,ethnic",ethnic and innerwear,0.0,12,ethnic desi
678,25-34,M,Mumbai,17,617,good,0,1,Jan-Feb,Diwali,>50,1,1,"polo,innerwear,ethnic",shirt and pants,0.0,14,formals buyer
679,60+,M,Mumbai,15,2663,good,1,1,Jul-Aug,Spring,30-50,1,1,"ethnic,innerwear,shirts",2 or more shirts,0.0,58,formals buyer
680,46-60,F,Delhi,10,759,moderate,1,0,May-Jun,New Year,>50,1,1,"polo,belts,athleisure",pants and belt,0.0,29,formals buyer
681,46-60,M,Mumbai,15,1598,bad,0,0,Sep-Oct,Winter,<10,1,1,"innerwear,polo,athleisure",,0.0,11,sports buyer
682,25-34,F,Hyderabad,15,2003,bad,0,0,Nov-Dec,New Year,>50,1,0,"polo,pants,shirts",shirt and pants,0.0,56,formals buyer
683,16-24,F,Mumbai,7,2852,bad,0,0,May-Jun,Diwali,30-50,1,0,"athleisure,shirts,ethnic",ethnic and innerwear,0.0,19,ethnic desi
684,35-46,F,Mumbai,13,2554,moderate,0,0,May-Jun,New Year,>50,1,0,"shirts,belts,innerwear",,0.0,25,sports buyer
685,46-60,M,Mumbai,17,865,moderate,0,1,Mar-Apr,New Year,>50,1,1,"belts,shirts,polo",,0.0,36,sports buyer
686,25-34,F,Mumbai,9,2157,good,1,0,Sep-Oct,Diwali,10-30,1,0,"innerwear,belts,pants",pants and belt,0.0,29,formals buyer
687,25-34,F,Mumbai,8,3070,moderate,0,0,Nov-Dec,Diwali,10-30,1,0,"shirts,polo,ethnic",shirt and pants,0.0,10,formals buyer
688,25-34,M,Delhi,20,3919,good,0,0,Jan-Feb,Diwali,>50,0,0,"athleisure,pants,ethnic",athleisure and shirt,0.0,0,formals buyer
689,35-46,F,Delhi,18,1961,good,0,1,Jan-Feb,Diwali,>50,0,1,"shirts,ethnic,polo",,0.0,10,sports buyer
690,16-24,F,Delhi,13,2524,moderate,1,0,May-Jun,New Year,>50,1,1,"ethnic,athleisure,innerwear",ethnic and innerwear,0.0,7,ethnic desi
691,25-34,M,Delhi,16,3786,good,0,0,May-Jun,Winter,10-30,1,0,"belts,pants,shirts",2 or more shirts,0.0,10,formals buyer
692,25-34,M,Delhi,9,2976,good,1,0,Jul-Aug,Spring,30-50,1,0,"pants,athleisure,shirts",,0.0,12,sports buyer
693,25-34,M,Mumbai,12,1290,bad,1,1,Sep-Oct,Spring,>50,0,0,"ethnic,pants,shirts",pants and belt,0.0,45,formals buyer
694,16-24,M,Delhi,12,1246,good,1,0,Nov-Dec,New Year,30-50,1,0,"athleisure,shirts,belts",,0.0,21,sports buyer
695,16-24,M,Hyderabad,6,2914,good,0,0,May-Jun,New Year,10-30,1,1,"shirts,belts,athleisure",shirt and pants,0.0,10,formals buyer
696,35-46,M,Delhi,19,812,bad,0,0,Jul-Aug,Diwali,<10,1,0,"shirts,belts,athleisure",shirt and polo,0.0,59,formals buyer
697,25-34,M,Delhi,7,1037,moderate,0,0,Sep-Oct,Spring,<10,1,1,"polo,shirts,innerwear",shirt and polo,0.0,83,formals buyer
698,25-34,M,Mumbai,3,1420,moderate,0,1,Nov-Dec,New Year,30-50,1,0,"pants,shirts,athleisure",athleisure and shirt,0.0,31,formals buyer
699,16-24,F,Hyderabad,16,1577,good,1,1,Jan-Feb,Diwali,>50,1,0,"polo,pants,belts",2 or more pants,0.0,44,formals buyer
700,25-34,M,Hyderabad,18,1990,good,1,1,Jul-Aug,Spring,>50,1,0,"athleisure,innerwear,polo",athleisure and shirt,0.0,4,formals buyer
701,25-34,F,Delhi,16,3412,bad,1,0,Sep-Oct,New Year,10-30,1,1,"polo,athleisure,belts",pants and belt,0.0,9,formals buyer
702,16-24,M,Hyderabad,7,3735,moderate,0,1,Jul-Aug,New Year,<10,1,1,"pants,shirts,innerwear",shirt and pants,0.0,58,formals buyer
703,25-34,M,Mumbai,4,3329,moderate,0,0,May-Jun,Diwali,30-50,0,0,"athleisure,innerwear,ethnic",athleisure and shirt,0.0,29,formals buyer
704,16-24,M,Mumbai,8,2881,good,0,0,Mar-Apr,Spring,30-50,1,0,"belts,pants,shirts",pants and belt,0.0,51,formals buyer
705,16-24,M,Hyderabad,13,1297,good,1,1,Jan-Feb,Spring,30-50,1,0,"innerwear,ethnic,pants",ethnic and innerwear,0.0,30,ethnic desi
706,60+,M,Hyderabad,13,847,bad,1,0,May-Jun,Diwali,30-50,1,0,"belts,innerwear,athleisure",pants and belt,0.0,11,formals buyer
707,25-34,F,Mumbai,17,772,good,1,0,May-Jun,Diwali,30-50,1,1,"belts,pants,ethnic",ethnic and innerwear,0.0,37,ethnic desi
708,46-60,M,Mumbai,17,3510,moderate,0,0,Sep-Oct,Spring,30-50,1,0,"shirts,polo,pants",2 or more polo,0.0,31,sports buyer
709,25-34,F,Mumbai,5,1219,good,0,0,Jul-Aug,Diwali,>50,1,0,"athleisure,pants,belts",pants and belt,0.0,1,formals buyer
710,35-46,F,Mumbai,6,2273,moderate,0,0,Jan-Feb,Spring,30-50,0,0,"shirts,innerwear,pants",,0.0,13,sports buyer
711,35-46,M,Hyderabad,19,3985,bad,0,1,May-Jun,Spring,10-30,1,1,"polo,shirts,belts",pants and belt,0.0,19,formals buyer
712,25-34,M,Delhi,13,3047,moderate,0,0,Sep-Oct,Diwali,>50,1,0,"innerwear,polo,athleisure",shirt and polo,0.0,46,formals buyer
713,25-34,F,Mumbai,14,3664,good,0,1,Jan-Feb,Diwali,>50,1,1,"pants,shirts,polo",,0.0,36,sports buyer
714,25-34,M,Mumbai,4,1184,moderate,1,0,Jul-Aug,Spring,30-50,1,0,"belts,pants,polo",,0.0,49,sports buyer
715,25-34,M,Mumbai,7,2626,moderate,0,1,May-Jun,Diwali,<10,0,0,"polo,shirts,ethnic",ethnic and innerwear,0.0,2,ethnic desi
716,46-60,F,Mumbai,8,1121,good,0,0,Nov-Dec,Diwali,10-30,1,1,"shirts,pants,belts",pants and belt,0.0,26,formals buyer
717,46-60,M,Delhi,13,2539,bad,1,0,May-Jun,Spring,>50,1,1,"belts,ethnic,pants",,0.0,48,sports buyer
718,60+,F,Hyderabad,6,3788,moderate,0,0,May-Jun,New Year,30-50,0,0,"pants,innerwear,athleisure",,0.0,8,sports buyer
719,16-24,F,Hyderabad,6,1446,bad,0,1,Jan-Feb,New Year,30-50,0,0,"athleisure,innerwear,ethnic",,0.0,47,sports buyer
720,35-46,M,Mumbai,3,2905,moderate,0,0,Jan-Feb,Diwali,10-30,1,1,"ethnic,polo,belts",2 or more pants,0.0,14,formals buyer
721,46-60,M,Hyderabad,3,3165,good,0,0,Jan-Feb,Spring,10-30,1,1,"innerwear,athleisure,ethnic",athleisure and shirt,0.0,0,formals buyer
722,16-24,M,Hyderabad,13,1006,good,0,0,Jan-Feb,New Year,<10,1,0,"innerwear,athleisure,belts",,0.0,18,sports buyer
723,16-24,M,Hyderabad,2,2082,good,0,1,Sep-Oct,Winter,30-50,1,0,"innerwear,polo,ethnic",,0.0,46,sports buyer
724,35-46,M,Delhi,16,3752,bad,1,0,Mar-Apr,Spring,<10,0,1,"polo,ethnic,shirts",,0.0,5,sports buyer
725,25-34,F,Mumbai,6,3123,moderate,1,0,Sep-Oct,Diwali,<10,1,0,"pants,belts,ethnic",ethnic and innerwear,0.0,3,ethnic desi
